"","unique_name","bin_assignment","min_ma","max_ma","collection_no","paleolat2.x","paleolng2.x"
"471","Corviconodon sp.",35,93.5,99.6,14400,40.36,-75.81
"472","Culicolestes sp.",34,93.5,99.6,14400,40.36,-75.81
"473","Culicolestes sp.",35,93.5,99.6,14400,40.36,-75.81
"476","Ameribaatar sp.",34,93.5,99.6,14401,40.1,-76.12
"477","Ameribaatar sp.",35,93.5,99.6,14401,40.1,-76.12
"478","Paracimexomys sp.",34,93.5,99.6,14402,40.38,-75.76
"479","Paracimexomys sp.",35,93.5,99.6,14402,40.38,-75.76
"480","Spalacotheridium sp.",34,93.5,99.6,14402,40.38,-75.76
"481","Spalacotheridium sp.",35,93.5,99.6,14402,40.38,-75.76
"482","Astroconodon sp.",34,93.5,99.6,14402,40.38,-75.76
"483","Astroconodon sp.",35,93.5,99.6,14402,40.38,-75.76
"484","Cedaromys sp.",34,93.5,99.6,14402,40.38,-75.76
"485","Cedaromys sp.",35,93.5,99.6,14402,40.38,-75.76
"488","Janumys sp.",34,93.5,99.6,14403,40.1,-76.12
"489","Janumys sp.",35,93.5,99.6,14403,40.1,-76.12
"490","Bryceomys sp.",34,93.5,99.6,14403,40.1,-76.12
"491","Bryceomys sp.",35,93.5,99.6,14403,40.1,-76.12
"492","Paracimexomys sp.",34,93.5,99.6,14403,40.1,-76.12
"493","Paracimexomys sp.",35,93.5,99.6,14403,40.1,-76.12
"494","Spalacolestes sp.",34,93.5,99.6,14403,40.1,-76.12
"495","Spalacolestes sp.",35,93.5,99.6,14403,40.1,-76.12
"498","Sinbadelphys sp.",34,93.5,99.6,14403,40.1,-76.12
"499","Sinbadelphys sp.",35,93.5,99.6,14403,40.1,-76.12
"500","Corviconodon sp.",34,93.5,99.6,14403,40.1,-76.12
"501","Corviconodon sp.",35,93.5,99.6,14403,40.1,-76.12
"502","Adelodelphys sp.",34,93.5,99.6,14403,40.1,-76.12
"503","Adelodelphys sp.",35,93.5,99.6,14403,40.1,-76.12
"504","Cedaromys sp.",34,93.5,99.6,14403,40.1,-76.12
"505","Cedaromys sp.",35,93.5,99.6,14403,40.1,-76.12
"506","Ameribaatar sp.",34,93.5,99.6,14403,40.1,-76.12
"507","Ameribaatar sp.",35,93.5,99.6,14403,40.1,-76.12
"508","Dakotadens sp.",34,93.5,99.6,14403,40.1,-76.12
"509","Dakotadens sp.",35,93.5,99.6,14403,40.1,-76.12
"510","Spalacotheridium sp.",34,93.5,99.6,14403,40.1,-76.12
"511","Spalacotheridium sp.",35,93.5,99.6,14403,40.1,-76.12
"512","Cedaromys sp.",34,93.5,99.6,14403,40.1,-76.12
"513","Cedaromys sp.",35,93.5,99.6,14403,40.1,-76.12
"514","Janumys sp.",34,93.5,99.6,14405,40.15,-76.06
"515","Janumys sp.",35,93.5,99.6,14405,40.15,-76.06
"518","Astroconodon sp.",34,93.5,99.6,14405,40.15,-76.06
"519","Astroconodon sp.",35,93.5,99.6,14405,40.15,-76.06
"520","Spalacolestes sp.",34,93.5,99.6,14405,40.15,-76.06
"521","Spalacolestes sp.",35,93.5,99.6,14405,40.15,-76.06
"522","Paracimexomys sp.",34,93.5,99.6,14405,40.15,-76.06
"523","Paracimexomys sp.",35,93.5,99.6,14405,40.15,-76.06
"524","Adelodelphys sp.",34,93.5,99.6,14405,40.15,-76.06
"525","Adelodelphys sp.",35,93.5,99.6,14405,40.15,-76.06
"526","Bryceomys sp.",34,93.5,99.6,14405,40.15,-76.06
"527","Bryceomys sp.",35,93.5,99.6,14405,40.15,-76.06
"528","Sinbadelphys sp.",34,93.5,99.6,14405,40.15,-76.06
"529","Sinbadelphys sp.",35,93.5,99.6,14405,40.15,-76.06
"530","Pariadens sp.",34,93.5,99.6,14405,40.15,-76.06
"531","Pariadens sp.",35,93.5,99.6,14405,40.15,-76.06
"532","Spalacotheridium sp.",34,93.5,99.6,14405,40.15,-76.06
"533","Spalacotheridium sp.",35,93.5,99.6,14405,40.15,-76.06
"534","Ameribaatar sp.",34,93.5,99.6,14405,40.15,-76.06
"535","Ameribaatar sp.",35,93.5,99.6,14405,40.15,-76.06
"536","Paracimexomys sp.",34,93.5,99.6,14405,40.15,-76.06
"537","Paracimexomys sp.",35,93.5,99.6,14405,40.15,-76.06
"538","Cedaromys sp.",34,93.5,99.6,14405,40.15,-76.06
"539","Cedaromys sp.",35,93.5,99.6,14405,40.15,-76.06
"540","Cedaromys sp.",34,93.5,99.6,14405,40.15,-76.06
"541","Cedaromys sp.",35,93.5,99.6,14405,40.15,-76.06
"542","Spalacolestes sp.",34,93.5,99.6,14405,40.15,-76.06
"543","Spalacolestes sp.",35,93.5,99.6,14405,40.15,-76.06
"544","Cedaromys sp.",34,93.5,99.6,14406,40.38,-75.76
"545","Cedaromys sp.",35,93.5,99.6,14406,40.38,-75.76
"546","Paracimexomys sp.",34,93.5,99.6,14406,40.38,-75.76
"547","Paracimexomys sp.",35,93.5,99.6,14406,40.38,-75.76
"548","Cedaromys sp.",34,93.5,99.6,14407,40.38,-75.76
"549","Cedaromys sp.",35,93.5,99.6,14407,40.38,-75.76
"550","Janumys sp.",34,93.5,99.6,14407,40.38,-75.76
"551","Janumys sp.",35,93.5,99.6,14407,40.38,-75.76
"552","Paracimexomys sp.",34,93.5,99.6,14407,40.38,-75.76
"553","Paracimexomys sp.",35,93.5,99.6,14407,40.38,-75.76
"554","Astroconodon sp.",34,93.5,99.6,14407,40.38,-75.76
"555","Astroconodon sp.",35,93.5,99.6,14407,40.38,-75.76
"556","Paracimexomys sp.",34,93.5,99.6,14407,40.38,-75.76
"557","Paracimexomys sp.",35,93.5,99.6,14407,40.38,-75.76
"560","Spalacotheridium sp.",34,93.5,99.6,14407,40.38,-75.76
"561","Spalacotheridium sp.",35,93.5,99.6,14407,40.38,-75.76
"562","Cedaromys sp.",34,93.5,99.6,14407,40.38,-75.76
"563","Cedaromys sp.",35,93.5,99.6,14407,40.38,-75.76
"566","Astroconodon sp.",32,112.03,122.46,14408,30.41,-52.48
"567","Astroconodon sp.",33,112.03,122.46,14408,30.41,-52.48
"577","Paracimexomys sp.",33,100.5,113,14411,30.71,-58.19
"578","Astroconodon sp.",33,100.5,113,14411,30.71,-58.19
"579","Holoclemensia sp.",33,100.5,113,14411,30.71,-58.19
"583","Bryceomys sp.",37,70.6,85.8,14412,45.87,-83.91
"584","Bryceomys sp.",38,70.6,85.8,14412,45.87,-83.91
"585","Bryceomys sp.",39,70.6,85.8,14412,45.87,-83.91
"589","Paracimexomys sp.",37,70.6,85.8,14413,45.87,-83.91
"590","Paracimexomys sp.",38,70.6,85.8,14413,45.87,-83.91
"591","Paracimexomys sp.",39,70.6,85.8,14413,45.87,-83.91
"592","Symmetrodontoides sp.",35,89.3,93.5,14414,41.28,-79.55
"593","Symmetrodontoides sp.",36,89.3,93.5,14414,41.28,-79.55
"594","Fumodelphodon sp.",35,89.3,93.5,14414,41.28,-79.55
"595","Fumodelphodon sp.",36,89.3,93.5,14414,41.28,-79.55
"596","Bryceomys sp.",35,89.3,93.5,14414,41.28,-79.55
"597","Bryceomys sp.",36,89.3,93.5,14414,41.28,-79.55
"598","Bryceomys sp.",35,89.3,93.5,14414,41.28,-79.55
"599","Bryceomys sp.",36,89.3,93.5,14414,41.28,-79.55
"602","Paracimexomys sp.",35,89.3,93.5,14414,41.28,-79.55
"603","Paracimexomys sp.",36,89.3,93.5,14414,41.28,-79.55
"610","Bryceomys sp.",35,89.3,93.5,14414,41.28,-79.55
"611","Bryceomys sp.",36,89.3,93.5,14414,41.28,-79.55
"612","Spalacotheridium sp.",35,89.3,93.5,14414,41.28,-79.55
"613","Spalacotheridium sp.",36,89.3,93.5,14414,41.28,-79.55
"618","Bryceomys sp.",35,89.3,93.5,14415,41.37,-79.01
"619","Bryceomys sp.",36,89.3,93.5,14415,41.37,-79.01
"622","Bryceomys sp.",35,89.3,93.5,14415,41.37,-79.01
"623","Bryceomys sp.",36,89.3,93.5,14415,41.37,-79.01
"624","Paracimexomys sp.",35,89.3,93.5,14415,41.37,-79.01
"625","Paracimexomys sp.",36,89.3,93.5,14415,41.37,-79.01
"628","Anchistodelphys sp.",35,89.3,93.5,14415,41.37,-79.01
"629","Anchistodelphys sp.",36,89.3,93.5,14415,41.37,-79.01
"630","Bryceomys sp.",35,89.3,93.5,14415,41.37,-79.01
"631","Bryceomys sp.",36,89.3,93.5,14415,41.37,-79.01
"636","Symmetrodontoides sp.",35,89.3,93.5,14415,41.37,-79.01
"637","Symmetrodontoides sp.",36,89.3,93.5,14415,41.37,-79.01
"638","Scalaridelphys sp.",35,89.3,93.5,14416,41.33,-79.64
"639","Scalaridelphys sp.",36,89.3,93.5,14416,41.33,-79.64
"640","Symmetrodontoides sp.",35,89.3,93.5,14416,41.33,-79.64
"641","Symmetrodontoides sp.",36,89.3,93.5,14416,41.33,-79.64
"642","Bryceomys sp.",35,89.3,93.5,14416,41.33,-79.64
"643","Bryceomys sp.",36,89.3,93.5,14416,41.33,-79.64
"644","Paracimexomys sp.",35,89.3,93.5,14416,41.33,-79.64
"645","Paracimexomys sp.",36,89.3,93.5,14416,41.33,-79.64
"652","Cedaromys sp.",36,83.6,89.8,14417,40.92,-82.16
"653","Cedaromys sp.",37,83.6,89.8,14417,40.92,-82.16
"660","Paracimexomys sp.",33,100.5,113,14420,31.8,-57.15
"661","Holoclemensia sp.",33,100.5,113,14420,31.8,-57.15
"662","Picopsis sp.",38,70.6,83.5,14421,46.85,-85.24
"663","Picopsis sp.",39,70.6,83.5,14421,46.85,-85.24
"664","Protalphadon sp.",38,70.6,83.5,14421,46.85,-85.24
"665","Protalphadon sp.",39,70.6,83.5,14421,46.85,-85.24
"666","Symmetrodontoides sp.",38,70.6,83.5,14421,46.85,-85.24
"667","Symmetrodontoides sp.",39,70.6,83.5,14421,46.85,-85.24
"668","Aenigmadelphys sp.",38,70.6,83.5,14421,46.85,-85.24
"669","Aenigmadelphys sp.",39,70.6,83.5,14421,46.85,-85.24
"670","Cimolodon sp.",38,70.6,83.5,14421,46.85,-85.24
"671","Cimolodon sp.",39,70.6,83.5,14421,46.85,-85.24
"672","Pediomys sp.",38,70.6,83.5,14421,46.85,-85.24
"673","Pediomys sp.",39,70.6,83.5,14421,46.85,-85.24
"674","Cimolodon sp.",38,70.6,83.5,14421,46.85,-85.24
"675","Cimolodon sp.",39,70.6,83.5,14421,46.85,-85.24
"676","Cimolomys sp.",38,70.6,83.5,14421,46.85,-85.24
"677","Cimolomys sp.",39,70.6,83.5,14421,46.85,-85.24
"678","Cedaromys sp.",38,70.6,83.5,14421,46.85,-85.24
"679","Cedaromys sp.",39,70.6,83.5,14421,46.85,-85.24
"680","Cedaromys sp.",38,70.6,83.5,14421,46.85,-85.24
"681","Cedaromys sp.",39,70.6,83.5,14421,46.85,-85.24
"684","Eoalphadon sp.",38,70.6,83.5,14421,46.85,-85.24
"685","Eoalphadon sp.",39,70.6,83.5,14421,46.85,-85.24
"686","Cimolomys sp.",38,70.6,83.5,14421,46.85,-85.24
"687","Cimolomys sp.",39,70.6,83.5,14421,46.85,-85.24
"688","Anchistodelphys sp.",38,70.6,83.5,14421,46.85,-85.24
"689","Anchistodelphys sp.",39,70.6,83.5,14421,46.85,-85.24
"690","Cimexomys sp.",38,70.6,83.5,14421,46.85,-85.24
"691","Cimexomys sp.",39,70.6,83.5,14421,46.85,-85.24
"692","Picopsis sp.",38,70.6,83.5,14421,46.85,-85.24
"693","Picopsis sp.",39,70.6,83.5,14421,46.85,-85.24
"694","Cimolodon sp.",38,70.6,83.5,14421,46.85,-85.24
"695","Cimolodon sp.",39,70.6,83.5,14421,46.85,-85.24
"696","Picopsis sp.",38,70.6,83.5,14421,46.85,-85.24
"697","Picopsis sp.",39,70.6,83.5,14421,46.85,-85.24
"698","Turgidodon sp.",38,70.6,83.5,14421,46.85,-85.24
"699","Turgidodon sp.",39,70.6,83.5,14421,46.85,-85.24
"700","Filikomys sp.",38,70.6,83.5,14421,46.85,-85.24
"701","Filikomys sp.",39,70.6,83.5,14421,46.85,-85.24
"702","Varalphadon sp.",38,70.6,83.5,14421,46.85,-85.24
"703","Varalphadon sp.",39,70.6,83.5,14421,46.85,-85.24
"704","Paracimexomys sp.",38,70.6,83.5,14421,46.85,-85.24
"705","Paracimexomys sp.",39,70.6,83.5,14421,46.85,-85.24
"706","Bryceomys sp.",38,70.6,83.5,14421,46.85,-85.24
"707","Bryceomys sp.",39,70.6,83.5,14421,46.85,-85.24
"708","Meniscoessus sp.",38,70.6,83.5,14421,46.85,-85.24
"709","Meniscoessus sp.",39,70.6,83.5,14421,46.85,-85.24
"710","Symmetrodontoides sp.",38,70.6,83.5,14421,46.85,-85.24
"711","Symmetrodontoides sp.",39,70.6,83.5,14421,46.85,-85.24
"712","Cimolodon sp.",38,70.6,83.5,14421,46.85,-85.24
"713","Cimolodon sp.",39,70.6,83.5,14421,46.85,-85.24
"714","Cimolodon sp.",37,83.5,85.8,14422,54.24,-73.84
"715","Cimolodon sp.",38,83.5,85.8,14422,54.24,-73.84
"716","Cimolodon sp.",37,83.5,85.8,14422,54.24,-73.84
"717","Cimolodon sp.",38,83.5,85.8,14422,54.24,-73.84
"718","Apistodon sp.",37,83.5,85.8,14423,54.24,-73.84
"719","Apistodon sp.",38,83.5,85.8,14423,54.24,-73.84
"720","Cimexomys sp.",37,83.5,85.8,14423,54.24,-73.84
"721","Cimexomys sp.",38,83.5,85.8,14423,54.24,-73.84
"722","Cimolodon sp.",37,83.5,85.8,14423,54.24,-73.84
"723","Cimolodon sp.",38,83.5,85.8,14423,54.24,-73.84
"724","Cimolomys sp.",37,83.5,85.8,14423,54.24,-73.84
"725","Cimolomys sp.",38,83.5,85.8,14423,54.24,-73.84
"726","Alticonodon sp.",37,83.5,85.8,14423,54.24,-73.84
"727","Alticonodon sp.",38,83.5,85.8,14423,54.24,-73.84
"728","Cimolodon sp.",37,83.5,85.8,14423,54.24,-73.84
"729","Cimolodon sp.",38,83.5,85.8,14423,54.24,-73.84
"730","Paracimexomys sp.",37,83.5,85.8,14423,54.24,-73.84
"731","Paracimexomys sp.",38,83.5,85.8,14423,54.24,-73.84
"732","Mesodma sp.",37,83.5,85.8,14423,54.24,-73.84
"733","Mesodma sp.",38,83.5,85.8,14423,54.24,-73.84
"734","Aquiladelphis sp.",37,83.5,85.8,14423,54.24,-73.84
"735","Aquiladelphis sp.",38,83.5,85.8,14423,54.24,-73.84
"736","Viridomys sp.",37,83.5,85.8,14423,54.24,-73.84
"737","Viridomys sp.",38,83.5,85.8,14423,54.24,-73.84
"738","Varalphadon sp.",37,83.5,85.8,14423,54.24,-73.84
"739","Varalphadon sp.",38,83.5,85.8,14423,54.24,-73.84
"740","Aquiladelphis sp.",37,83.5,85.8,14423,54.24,-73.84
"741","Aquiladelphis sp.",38,83.5,85.8,14423,54.24,-73.84
"742","Albertatherium sp.",37,83.5,85.8,14423,54.24,-73.84
"743","Albertatherium sp.",38,83.5,85.8,14423,54.24,-73.84
"744","Cimolomys sp.",37,83.5,85.8,14423,54.24,-73.84
"745","Cimolomys sp.",38,83.5,85.8,14423,54.24,-73.84
"746","Cimolodon sp.",37,83.5,85.8,14424,54.24,-73.84
"747","Cimolodon sp.",38,83.5,85.8,14424,54.24,-73.84
"748","Cimolodon sp.",37,83.5,85.8,14424,54.24,-73.84
"749","Cimolodon sp.",38,83.5,85.8,14424,54.24,-73.84
"750","Albertatherium sp.",37,83.5,85.8,14425,54.24,-73.84
"751","Albertatherium sp.",38,83.5,85.8,14425,54.24,-73.84
"754","Mesodma sp.",37,83.5,85.8,14425,54.24,-73.84
"755","Mesodma sp.",38,83.5,85.8,14425,54.24,-73.84
"756","Symmetrodontoides sp.",37,83.5,85.8,14425,54.24,-73.84
"757","Symmetrodontoides sp.",38,83.5,85.8,14425,54.24,-73.84
"758","Cimolodon sp.",37,83.5,85.8,14425,54.24,-73.84
"759","Cimolodon sp.",38,83.5,85.8,14425,54.24,-73.84
"760","Varalphadon sp.",37,83.5,85.8,14425,54.24,-73.84
"761","Varalphadon sp.",38,83.5,85.8,14425,54.24,-73.84
"762","Apistodon sp.",37,83.5,85.8,14425,54.24,-73.84
"763","Apistodon sp.",38,83.5,85.8,14425,54.24,-73.84
"764","Alticonodon sp.",37,83.5,85.8,14425,54.24,-73.84
"765","Alticonodon sp.",38,83.5,85.8,14425,54.24,-73.84
"766","Cimolomys sp.",37,83.5,85.8,14425,54.24,-73.84
"767","Cimolomys sp.",38,83.5,85.8,14425,54.24,-73.84
"768","Eodelphis sp.",37,83.5,85.8,14425,54.24,-73.84
"769","Eodelphis sp.",38,83.5,85.8,14425,54.24,-73.84
"770","Aquiladelphis sp.",37,83.5,85.8,14425,54.24,-73.84
"771","Aquiladelphis sp.",38,83.5,85.8,14425,54.24,-73.84
"774","Mesodma sp.",37,83.5,85.8,14425,54.24,-73.84
"775","Mesodma sp.",38,83.5,85.8,14425,54.24,-73.84
"776","Cimolodon sp.",37,83.5,85.8,14425,54.24,-73.84
"777","Cimolodon sp.",38,83.5,85.8,14425,54.24,-73.84
"778","Iqualadelphis sp.",37,83.5,85.8,14425,54.24,-73.84
"779","Iqualadelphis sp.",38,83.5,85.8,14425,54.24,-73.84
"780","Aquiladelphis sp.",37,83.5,85.8,14425,54.24,-73.84
"781","Aquiladelphis sp.",38,83.5,85.8,14425,54.24,-73.84
"782","Picopsis sp.",37,83.5,85.8,14425,54.24,-73.84
"783","Picopsis sp.",38,83.5,85.8,14425,54.24,-73.84
"784","Picopsis sp.",37,83.5,85.8,14425,54.24,-73.84
"785","Picopsis sp.",38,83.5,85.8,14425,54.24,-73.84
"786","Cimexomys sp.",37,83.5,85.8,14425,54.24,-73.84
"787","Cimexomys sp.",38,83.5,85.8,14425,54.24,-73.84
"788","Cimolomys sp.",37,83.5,85.8,14425,54.24,-73.84
"789","Cimolomys sp.",38,83.5,85.8,14425,54.24,-73.84
"792","Paracimexomys sp.",37,83.5,85.8,14425,54.24,-73.84
"793","Paracimexomys sp.",38,83.5,85.8,14425,54.24,-73.84
"794","Potamotelses sp.",37,83.5,85.8,14425,54.24,-73.84
"795","Potamotelses sp.",38,83.5,85.8,14425,54.24,-73.84
"796","Cimolomys sp.",37,83.5,85.8,14426,54.24,-73.84
"797","Cimolomys sp.",38,83.5,85.8,14426,54.24,-73.84
"798","Viridomys sp.",37,83.5,85.8,14426,54.24,-73.84
"799","Viridomys sp.",38,83.5,85.8,14426,54.24,-73.84
"800","Eodelphis sp.",37,83.5,85.8,14426,54.24,-73.84
"801","Eodelphis sp.",38,83.5,85.8,14426,54.24,-73.84
"802","Cimolodon sp.",37,83.5,85.8,14426,54.24,-73.84
"803","Cimolodon sp.",38,83.5,85.8,14426,54.24,-73.84
"804","Aquiladelphis sp.",37,83.5,85.8,14426,54.24,-73.84
"805","Aquiladelphis sp.",38,83.5,85.8,14426,54.24,-73.84
"806","Aquiladelphis sp.",37,83.5,85.8,14426,54.24,-73.84
"807","Aquiladelphis sp.",38,83.5,85.8,14426,54.24,-73.84
"808","Meniscoessus sp.",37,83.5,85.8,14426,54.24,-73.84
"809","Meniscoessus sp.",38,83.5,85.8,14426,54.24,-73.84
"810","Cimolodon sp.",37,83.5,85.8,14426,54.24,-73.84
"811","Cimolodon sp.",38,83.5,85.8,14426,54.24,-73.84
"812","Varalphadon sp.",37,83.5,85.8,14426,54.24,-73.84
"813","Varalphadon sp.",38,83.5,85.8,14426,54.24,-73.84
"814","Picopsis sp.",37,83.5,85.8,14427,54.24,-73.84
"815","Picopsis sp.",38,83.5,85.8,14427,54.24,-73.84
"816","Paracimexomys sp.",37,83.5,85.8,14428,54.24,-73.84
"817","Paracimexomys sp.",38,83.5,85.8,14428,54.24,-73.84
"818","Symmetrodontoides sp.",37,83.5,85.8,14428,54.24,-73.84
"819","Symmetrodontoides sp.",38,83.5,85.8,14428,54.24,-73.84
"820","Picopsis sp.",37,83.5,85.8,14428,54.24,-73.84
"821","Picopsis sp.",38,83.5,85.8,14428,54.24,-73.84
"822","Paranyctoides sp.",38,70.6,83.5,14429,46.56,-83.5
"823","Paranyctoides sp.",39,70.6,83.5,14429,46.56,-83.5
"826","Symmetrodontoides sp.",38,70.6,83.5,14429,46.56,-83.5
"827","Symmetrodontoides sp.",39,70.6,83.5,14429,46.56,-83.5
"828","Paracimexomys sp.",38,70.6,83.5,14429,46.56,-83.5
"829","Paracimexomys sp.",39,70.6,83.5,14429,46.56,-83.5
"830","Mesodma sp.",38,70.6,83.5,14429,46.56,-83.5
"831","Mesodma sp.",39,70.6,83.5,14429,46.56,-83.5
"832","Mesodma sp.",38,70.6,83.5,14429,46.56,-83.5
"833","Mesodma sp.",39,70.6,83.5,14429,46.56,-83.5
"834","Cimexomys sp.",38,70.6,83.5,14429,46.56,-83.5
"835","Cimexomys sp.",39,70.6,83.5,14429,46.56,-83.5
"836","Cimolodon sp.",38,70.6,83.5,14429,46.56,-83.5
"837","Cimolodon sp.",39,70.6,83.5,14429,46.56,-83.5
"838","Iugomortiferum sp.",38,70.6,83.5,14429,46.56,-83.5
"839","Iugomortiferum sp.",39,70.6,83.5,14429,46.56,-83.5
"840","Cimolodon sp.",38,70.6,83.5,14429,46.56,-83.5
"841","Cimolodon sp.",39,70.6,83.5,14429,46.56,-83.5
"842","Cimolodon sp.",38,70.6,83.5,14429,46.56,-83.5
"843","Cimolodon sp.",39,70.6,83.5,14429,46.56,-83.5
"844","Cimolomys sp.",38,70.6,83.5,14429,46.56,-83.5
"845","Cimolomys sp.",39,70.6,83.5,14429,46.56,-83.5
"846","Meniscoessus sp.",38,70.6,83.5,14429,46.56,-83.5
"847","Meniscoessus sp.",39,70.6,83.5,14429,46.56,-83.5
"848","Anchistodelphys sp.",38,70.6,83.5,14429,46.56,-83.5
"849","Anchistodelphys sp.",39,70.6,83.5,14429,46.56,-83.5
"850","Cimolomys sp.",38,70.6,83.5,14429,46.56,-83.5
"851","Cimolomys sp.",39,70.6,83.5,14429,46.56,-83.5
"854","Iqualadelphis sp.",38,70.6,83.5,14430,46.85,-85.22
"855","Iqualadelphis sp.",39,70.6,83.5,14430,46.85,-85.22
"856","Alphadon sp.",38,70.6,83.5,14430,46.85,-85.22
"857","Alphadon sp.",39,70.6,83.5,14430,46.85,-85.22
"858","Meniscoessus sp.",38,70.6,83.5,14430,46.85,-85.22
"859","Meniscoessus sp.",39,70.6,83.5,14430,46.85,-85.22
"860","Alphadon sp.",38,70.6,83.5,14430,46.85,-85.22
"861","Alphadon sp.",39,70.6,83.5,14430,46.85,-85.22
"862","Aquiladelphis sp.",38,70.6,83.5,14430,46.85,-85.22
"863","Aquiladelphis sp.",39,70.6,83.5,14430,46.85,-85.22
"866","Apistodon sp.",38,70.6,83.5,14430,46.85,-85.22
"867","Apistodon sp.",39,70.6,83.5,14430,46.85,-85.22
"868","Protalphadon sp.",38,70.6,83.5,14430,46.85,-85.22
"869","Protalphadon sp.",39,70.6,83.5,14430,46.85,-85.22
"870","Cimolomys sp.",38,70.6,83.5,14430,46.85,-85.22
"871","Cimolomys sp.",39,70.6,83.5,14430,46.85,-85.22
"874","Cimolomys sp.",38,70.6,83.5,14430,46.85,-85.22
"875","Cimolomys sp.",39,70.6,83.5,14430,46.85,-85.22
"876","Protalphadon sp.",38,70.6,83.5,14430,46.85,-85.22
"877","Protalphadon sp.",39,70.6,83.5,14430,46.85,-85.22
"878","Cedaromys sp.",38,70.6,83.5,14430,46.85,-85.22
"879","Cedaromys sp.",39,70.6,83.5,14430,46.85,-85.22
"880","Eoalphadon sp.",38,70.6,83.5,14430,46.85,-85.22
"881","Eoalphadon sp.",39,70.6,83.5,14430,46.85,-85.22
"882","Cimolodon sp.",38,70.6,83.5,14430,46.85,-85.22
"883","Cimolodon sp.",39,70.6,83.5,14430,46.85,-85.22
"884","Cimolomys sp.",38,70.6,83.5,14431,51.9,-75.73
"885","Cimolomys sp.",39,70.6,83.5,14431,51.9,-75.73
"888","Ectocentrocristus sp.",38,70.6,83.5,14432,56,-76.77
"889","Ectocentrocristus sp.",39,70.6,83.5,14432,56,-76.77
"890","Falepetrus sp.",38,70.6,83.5,14433,50.94,-75.12
"891","Falepetrus sp.",39,70.6,83.5,14433,50.94,-75.12
"892","Mesodma sp.",38,70.6,83.5,14433,50.94,-75.12
"893","Mesodma sp.",39,70.6,83.5,14433,50.94,-75.12
"894","Alphadon sp.",38,70.6,83.5,14433,50.94,-75.12
"895","Alphadon sp.",39,70.6,83.5,14433,50.94,-75.12
"896","Turgidodon sp.",38,70.6,83.5,14433,50.94,-75.12
"897","Turgidodon sp.",39,70.6,83.5,14433,50.94,-75.12
"898","Cimolomys sp.",38,70.6,83.5,14433,50.94,-75.12
"899","Cimolomys sp.",39,70.6,83.5,14433,50.94,-75.12
"900","Meniscoessus sp.",38,70.6,83.5,14433,50.94,-75.12
"901","Meniscoessus sp.",39,70.6,83.5,14433,50.94,-75.12
"904","Gypsonictops sp.",38,70.6,83.5,14433,50.94,-75.12
"905","Gypsonictops sp.",39,70.6,83.5,14433,50.94,-75.12
"906","Paracimexomys sp.",38,70.6,83.5,14433,50.94,-75.12
"907","Paracimexomys sp.",39,70.6,83.5,14433,50.94,-75.12
"908","Filikomys sp.",38,70.6,83.5,14433,50.94,-75.12
"909","Filikomys sp.",39,70.6,83.5,14433,50.94,-75.12
"910","Meniscoessus sp.",38,70.6,83.5,14434,54.48,-75.88
"911","Meniscoessus sp.",39,70.6,83.5,14434,54.48,-75.88
"912","Gypsonictops sp.",38,70.6,83.5,14434,54.48,-75.88
"913","Gypsonictops sp.",39,70.6,83.5,14434,54.48,-75.88
"914","Mesodma sp.",38,70.6,83.5,14434,54.48,-75.88
"915","Mesodma sp.",39,70.6,83.5,14434,54.48,-75.88
"918","Cimolomys sp.",38,70.6,83.5,14434,54.48,-75.88
"919","Cimolomys sp.",39,70.6,83.5,14434,54.48,-75.88
"920","Meniscoessus sp.",38,70.6,83.5,14435,57.12,-75.91
"921","Meniscoessus sp.",39,70.6,83.5,14435,57.12,-75.91
"924","Cimexomys sp.",38,70.6,83.5,14436,44.66,-80.49
"925","Cimexomys sp.",39,70.6,83.5,14436,44.66,-80.49
"926","Gypsonictops sp.",38,70.6,83.5,14436,44.66,-80.49
"927","Gypsonictops sp.",39,70.6,83.5,14436,44.66,-80.49
"928","Mesodma sp.",38,70.6,83.5,14436,44.66,-80.49
"929","Mesodma sp.",39,70.6,83.5,14436,44.66,-80.49
"930","Meniscoessus sp.",38,70.6,83.5,14436,44.66,-80.49
"931","Meniscoessus sp.",39,70.6,83.5,14436,44.66,-80.49
"932","Alphadon sp.",38,70.6,83.5,14436,44.66,-80.49
"933","Alphadon sp.",39,70.6,83.5,14436,44.66,-80.49
"934","Essonodon sp.",38,70.6,83.5,14436,44.66,-80.49
"935","Essonodon sp.",39,70.6,83.5,14436,44.66,-80.49
"938","Alphadon sp.",38,70.6,83.5,14436,44.66,-80.49
"939","Alphadon sp.",39,70.6,83.5,14436,44.66,-80.49
"940","Cimolodon sp.",38,70.6,83.5,14436,44.66,-80.49
"941","Cimolodon sp.",39,70.6,83.5,14436,44.66,-80.49
"942","Mesodma sp.",38,70.6,83.5,14437,54.54,-76.02
"943","Mesodma sp.",39,70.6,83.5,14437,54.54,-76.02
"944","Alostera sp.",38,70.6,83.5,14439,51.94,-75.4
"945","Alostera sp.",39,70.6,83.5,14439,51.94,-75.4
"946","Alphadon sp.",38,70.6,83.5,14439,51.94,-75.4
"947","Alphadon sp.",39,70.6,83.5,14439,51.94,-75.4
"948","Alphadon sp.",38,70.6,83.5,14440,51.94,-75.4
"949","Alphadon sp.",39,70.6,83.5,14440,51.94,-75.4
